lang,word
Arabic,Mecca
English,Mecca
English,Mechanical
Middle English,Mechanical
English,Mechanically
Middle English,Mechanically
Old English,Mechanically
Proto-Germanic,Mechanically
Proto-West Germanic,Mechanically
English,Medal
Latin,Medal
Latin,Medallion
French,Medallion
Proto-Indo-European,Medallion
Italian,Medallion
English,Medallion
Proto-Italic,Medallion
Middle French,Medallion
Old Latin,Medallion
Classical Latin,Medallion
Ancient Greek,Medallion
Late Latin,Medallion
Medieval Latin,Medallion
Proto-Hellenic,Medallion
English,Meddle
Proto-Indo-European,Meddle
Proto-Italic,Meddle
Latin,Meddle
Middle English,Meddle
Anglo-Norman,Meddle
English,Meddling
Proto-Indo-European,Meddling
Proto-Italic,Meddling
Latin,Meddling
Middle English,Meddling
Anglo-Norman,Meddling
Latin,Medicament
Proto-Indo-European,Medicament
Ancient Greek,Medicament
English,Medicament
French,Medicament
Proto-Italic,Medicament
Old Median,Medicament
Old Persian,Medicament
Proto-Hellenic,Medicament
English,Medicinally
Proto-Indo-European,Medicinally
Ancient Greek,Medicinally
Latin,Medicinally
Proto-Italic,Medicinally
Middle English,Medicinally
Old English,Medicinally
Old Median,Medicinally
Proto-Germanic,Medicinally
Old Persian,Medicinally
Proto-Hellenic,Medicinally
Proto-West Germanic,Medicinally
Proto-Indo-European,Medicine
Ancient Greek,Medicine
Latin,Medicine
English,Medicine
Proto-Italic,Medicine
Middle French,Medicine
Old French,Medicine
Middle English,Medicine
Old Median,Medicine
Old Persian,Medicine
Proto-Hellenic,Medicine
Latin,Mediocrity
Proto-Indo-European,Mediocrity
Proto-Italic,Mediocrity
English,Mediocrity
Middle French,Mediocrity
Pali,Mediocrity
Old Latin,Mediocrity
Proto-Indo-European,Meditate
Latin,Meditate
English,Meditate
Proto-Italic,Meditate
Proto-Indo-European,Meditation
Latin,Meditation
English,Meditation
Proto-Italic,Meditation
English,Meditative
Middle French,Meditative
English,Meditativeness
Middle French,Meditativeness
Proto-Indo-European,Meditativeness
Middle English,Meditativeness
Proto-Germanic,Meditativeness
Old English,Meditativeness
Latin,Mediterranean
Proto-Indo-European,Mediterranean
Proto-Italic,Mediterranean
English,Mediterranean
Ancient Greek,Mediterranean
Old Latin,Mediterranean
Middle English,Mediterranean
Proto-Indo-European,Medium
Latin,Medium
English,Medium
Proto-Italic,Medium
English,Mediums
Proto-Indo-European,Mediums
Latin,Mediums
Ancient Greek,Mediums
Proto-Italic,Mediums
French,Mediums
Middle French,Mediums
Proto-Germanic,Mediums
Old English,Mediums
Old French,Mediums
Proto-Slavic,Mediums
Middle English,Mediums
Anglo-Norman,Mediums
Proto-West Germanic,Mediums
Ukrainian,Mediums
Proto-Indo-European,Meet
English,Meet
Proto-Germanic,Meet
Old English,Meet
Middle English,Meet
Proto-West Germanic,Meet
English,Meeting
Proto-Indo-European,Meeting
Proto-Germanic,Meeting
Old Norse,Meeting
Old English,Meeting
Proto-West Germanic,Meeting
Middle English,Meeting
English,Meetings
Proto-Indo-European,Meetings
Proto-Germanic,Meetings
Old Norse,Meetings
Old English,Meetings
Proto-West Germanic,Meetings
Middle English,Meetings
English,Mekhi
Ancient Greek,Melancholy
Proto-Indo-European,Melancholy
English,Melancholy
Proto-Hellenic,Melancholy
Old French,Melancholy
Middle English,Melancholy
Late Latin,Melancholy
English,Mell
Ancient Greek,Melodious
Latin,Melodious
English,Melodious
Proto-Indo-European,Melodious
French,Melodious
Middle French,Melodious
Old French,Melodious
Vulgar Latin,Melodious
Proto-Italic,Melodious
Old Latin,Melodious
Proto-Hellenic,Melodious
Ancient Greek,Melody
English,Melody
Proto-Indo-European,Melody
Old French,Melody
Middle English,Melody
Latin,Melody
Proto-Hellenic,Melody
Old English,Melt
Proto-Germanic,Melt
Middle English,Melt
English,Melted
Proto-Indo-European,Melting
English,Melting
Old English,Melting
Proto-Germanic,Melting
Middle English,Melting
Latin,Melville
Proto-Indo-European,Melville
Proto-Italic,Melville
English,Melville
Old French,Melville
Proto-Germanic,Melville
Frankish,Melville
English,Member
Latin,Member
Proto-Indo-European,Member
Proto-Italic,Member
Old French,Member
Middle English,Member
Latin,Membrane
English,Membrane
Proto-Indo-European,Membrane
Proto-Italic,Membrane
Latin,Memorable
Proto-Indo-European,Memorable
English,Memorable
Proto-Italic,Memorable
Latin,Memorial
Proto-Indo-European,Memorial
English,Memorial
Ancient Greek,Memorial
Proto-Italic,Memorial
Proto-Hellenic,Memorial
Latin,Memory
English,Memory
Ancient Greek,Memory
Proto-Indo-European,Memory
Old French,Memory
Anglo-Norman,Memory
Ancient Greek,Memphis
Latin,Memphis
English,Memphis
Egyptian,Memphis
Proto-Afroasiatic,Memphis
English,Men
Proto-Indo-European,Men
Proto-Germanic,Men
Old English,Men
Middle English,Men
Old Norse,Men
Proto-West Germanic,Men
Latin,Menace
English,Menace
Proto-Indo-European,Menace
Ancient Greek,Menace
Proto-Italic,Menace
Old French,Menace
Middle English,Menace
Proto-Hellenic,Menace
Old Latin,Menace
English,Menaced
Latin,Menacing
English,Menacing
Proto-Indo-European,Menacing
Ancient Greek,Menacing
Proto-Italic,Menacing
Old French,Menacing
Middle English,Menacing
Proto-Hellenic,Menacing
Old Latin,Menacing
Latin,Mend
Proto-Indo-European,Mend
English,Mend
Ancient Greek,Mend
Middle Dutch,Mend
Russian,Mend
Proto-Germanic,Mend
Middle English,Mend
Old French,Mend
German,Mend
Old Church Slavonic,Mend
Proto-West Germanic,Mend
Old High German,Mend
Proto-Italic,Mend
Old Latin,Mend
Middle High German,Mend
Anglo-Norman,Mend
Late Latin,Mend
English,Mended
Gaulish,Mending
Proto-Celtic,Mending
English,Mending
Proto-Indo-European,Mending
Old English,Mending
Swahili,Mending
Proto-Germanic,Mending
Proto-West Germanic,Mending
Iban,Mending
Celtic,Mending
Minangkabau,Mending
English,Mene
Latin,Menial
Ancient Greek,Menial
Proto-Indo-European,Menial
English,Menial
Proto-Italic,Menial
Old French,Menial
Vulgar Latin,Menial
Middle English,Menial
English,Mention
English,Mentioned
Latin,Mentioning
Ancient Greek,Mentioning
Proto-Indo-European,Mentioning
English,Mentioning
Proto-Italic,Mentioning
Old French,Mentioning
Middle English,Mentioning
Vulgar Latin,Mentioning
Indo-European,Mentioning
English,Mephistophelean
Latin,Mephistophelean
English,Merchant
Middle English,Merchant
Latin,Merciful
Proto-Indo-European,Merciful
English,Merciful
Middle English,Merciful
Proto-Germanic,Merciful
Old English,Merciful
Old French,Merciful
Anglo-Norman,Merciful
Proto-Italic,Merciful
English,Mercifully
Latin,Mercifully
Proto-Indo-European,Mercifully
Middle English,Mercifully
Old English,Mercifully
Proto-Germanic,Mercifully
Old French,Mercifully
Anglo-Norman,Mercifully
Proto-West Germanic,Mercifully
Proto-Italic,Mercifully
English,Merciless
Middle English,Merciless
Latin,Mercy
English,Mercy
Proto-Indo-European,Mercy
Old French,Mercy
Middle English,Mercy
Anglo-Norman,Mercy
Proto-Indo-European,Mere
English,Mere
Latin,Mere
Old Dutch,Mere
Maori,Mere
Proto-Germanic,Mere
Old English,Mere
Middle English,Mere
Middle Dutch,Mere
Anglo-Norman,Mere
Old French,Mere
Proto-West Germanic,Mere
Indo-European,Mere
English,Merely
Proto-Indo-European,Merely
Latin,Merely
Old Dutch,Merely
Maori,Merely
Middle English,Merely
Old English,Merely
Proto-Germanic,Merely
Middle Dutch,Merely
Anglo-Norman,Merely
Old French,Merely
Proto-West Germanic,Merely
Indo-European,Merely
Proto-Indo-European,Merest
English,Merest
Latin,Merest
Old Dutch,Merest
Maori,Merest
Old English,Merest
Proto-Germanic,Merest
Middle English,Merest
Old Norse,Merest
Middle Dutch,Merest
Anglo-Norman,Merest
Old French,Merest
Proto-West Germanic,Merest
Indo-European,Merest
English,Merged
Latin,Meridian
English,Meridian
Proto-Indo-European,Meridian
Proto-Italic,Meridian
French,Meridian
Old Latin,Meridian
Middle English,Meridian
Middle French,Meridian
German,Meridian
English,Meridians
English,Merit
Latin,Merit
Proto-Indo-European,Merit
Old French,Merit
Middle English,Merit
Anglo-Norman,Merit
Proto-Indo-European,Mermaid
English,Mermaid
Latin,Mermaid
Proto-Germanic,Mermaid
Old English,Mermaid
Middle English,Mermaid
Anglo-Norman,Mermaid
Old French,Mermaid
Proto-West Germanic,Mermaid
Indo-European,Mermaid
English,Merman
Middle English,Merman
Old English,Merman
English,Merrily
Middle English,Merrily
English,Merry
Proto-Indo-European,Merry
French,Merry
Middle French,Merry
Latvian,Merry
Old French,Merry
Proto-Germanic,Merry
Old English,Merry
Middle English,Merry
Latin,Merry
Ancient Greek,Mesopotamian
Proto-Indo-European,Mesopotamian
English,Mesopotamian
Latin,Mesopotamian
Proto-Hellenic,Mesopotamian
Middle English,Mesopotamian
French,Mesopotamian
Latin,Mess
English,Mess
Proto-Indo-European,Mess
Old High German,Mess
Ancient Greek,Mess
Dutch,Mess
Middle French,Mess
French,Mess
Old Persian,Mess
Proto-Italic,Mess
German,Mess
Old French,Mess
Old English,Mess
Middle English,Mess
Proto-Germanic,Mess
Old Iranian,Mess
Proto-West Germanic,Mess
Proto-Indo-Iranian,Mess
Middle High German,Mess
Medieval Latin,Mess
Proto-Iranian,Mess
Late Latin,Mess
Proto-Hellenic,Mess
Latin,Message
English,Message
Proto-Indo-European,Message
Old French,Message
Late Latin,Message
English,Messed
Proto-Indo-European,Met
English,Met
Proto-Germanic,Met
Old English,Met
Middle English,Met
Proto-West Germanic,Met
English,Metal
Latin,Metal
Ancient Greek,Metal
Old Spanish,Metal
French,Metal
Italian,Metal
German,Metal
Spanish,Metal
Middle English,Metal
Old French,Metal
Proto-Indo-European,Metallic
Ancient Greek,Metallic
Latin,Metallic
English,Metallic
Proto-Italic,Metallic
Proto-Hellenic,Metallic
English,Metaphysical
Medieval Latin,Metaphysical
Middle English,Metaphysical
Koine Greek,Metaphysical
Old French,Metaphysical
Ancient Greek,Metaphysical
Ancient Greek,Metaphysically
Latin,Metaphysically
English,Metaphysically
Middle French,Metaphysically
Proto-Indo-European,Metaphysically
Proto-Italic,Metaphysically
Middle Dutch,Metaphysically
Russian,Metaphysically
Proto-Hellenic,Metaphysically
Old French,Metaphysically
Old English,Metaphysically
Middle English,Metaphysically
Proto-Germanic,Metaphysically
Old Latin,Metaphysically
Anglo-Norman,Metaphysically
German,Metaphysically
Proto-West Germanic,Metaphysically
Old Church Slavonic,Metaphysically
Old High German,Metaphysically
Middle High German,Metaphysically
Medieval Latin,Metaphysically
Indo-European,Metaphysically
Germanic,Metaphysically
Vulgar Latin,Metaphysically
Koine Greek,Metaphysically
Late Latin,Metaphysically
Ancient Greek,Metempsychosis
English,Metempsychosis
Proto-Indo-European,Metempsychosis
Chichewa,Metempsychosis
Koine Greek,Metempsychosis
Late Latin,Metempsychosis
English,Methinks
Proto-Indo-European,Methinks
Old English,Methinks
Proto-Germanic,Methinks
Proto-West Germanic,Methinks
Middle English,Methinks
Germanic,Methinks
Ancient Greek,Method
English,Method
Proto-Indo-European,Method
Middle French,Method
Latin,Method
Greek,Method
Proto-Hellenic,Method
Proto-Indo-European,Methodic
Ancient Greek,Methodic
English,Methodic
Proto-Hellenic,Methodic
Proto-Indo-European,Methodical
Ancient Greek,Methodical
English,Methodical
Proto-Hellenic,Methodical
English,Methodically
Proto-Indo-European,Methodically
Ancient Greek,Methodically
Middle English,Methodically
Old English,Methodically
Proto-Germanic,Methodically
Proto-Hellenic,Methodically
Proto-West Germanic,Methodically
Ancient Greek,Methodization
English,Methodization
Proto-Indo-European,Methodization
Middle French,Methodization
Latin,Methodization
Greek,Methodization
Proto-Hellenic,Methodization
English,Methought
Biblical Hebrew,Methuselah
English,Methuselah
Ancient Greek,Metres
English,Metres
French,Metres
Latin,Metres
Proto-Indo-European,Metres
Proto-Hellenic,Metres
Ancient Greek,Metropolis
English,Metropolis
Proto-Indo-European,Metropolis
Proto-Hellenic,Metropolis
Late Latin,Metropolis
Ancient Greek,Metropolitan
English,Metropolitan
Proto-Indo-European,Metropolitan
Proto-Hellenic,Metropolitan
Biblical Hebrew,Metropolitan
Late Latin,Metropolitan
English,Mexico
Classical Nahuatl,Mexico
Spanish,Mexico
English,Mia
Hebrew,Michael
English,Michael
Latin,Michael
Ancient Greek,Michael
Proto-Semitic,Michael
Biblical Hebrew,Michael
Greek,Michael
Vulgar Latin,Michael
Dutch,Michael
Middle English,Michael
English,Michelle
English,Michigan
Ojibwe,Michigan
English,Microscopic
Ancient Greek,Microscopic
Proto-Indo-European,Microscopic
Latin,Microscopic
Proto-Italic,Microscopic
French,Microscopic
Italian,Microscopic
Proto-Hellenic,Microscopic
Old French,Microscopic
Portuguese,Microscopic
Spanish,Microscopic
Old Portuguese,Microscopic
New Latin,Microscopic
Middle English,Microscopic
English,Mid
Proto-Indo-European,Mid
Proto-Germanic,Mid
Middle English,Mid
Old English,Mid
Proto-West Germanic,Mid
Old English,Midday
Proto-Indo-European,Middle
English,Middle
Old English,Middle
Proto-Germanic,Middle
Middle English,Middle
Proto-Indo-European,Middling
English,Middling
Old English,Middling
Proto-Germanic,Middling
Middle English,Middling
Proto-West Germanic,Middling
English,Midmost
Proto-Germanic,Midmost
Old English,Midmost
Proto-Indo-European,Midnight
English,Midnight
Proto-Germanic,Midnight
Middle English,Midnight
Old English,Midnight
English,Midship
Proto-Indo-European,Midship
Latin,Midship
Ancient Greek,Midship
Proto-Italic,Midship
French,Midship
Middle French,Midship
Proto-Germanic,Midship
Old English,Midship
Old French,Midship
Proto-Slavic,Midship
Middle English,Midship
Anglo-Norman,Midship
Proto-West Germanic,Midship
Ukrainian,Midship
English,Midships
English,Midst
Middle English,Midst
English,Midsummer
Middle English,Midsummer
English,Midway
Middle English,Midway
Old English,Midway
English,Midwifery
Latin,Midwifery
Proto-Indo-European,Midwifery
French,Midwifery
Italian,Midwifery
Ancient Greek,Midwifery
Proto-Italic,Midwifery
Old French,Midwifery
Middle English,Midwifery
Spanish,Midwifery
Proto-Germanic,Midwifery
Old English,Midwifery
Chichewa,Midwifery
Proto-West Germanic,Midwifery
Proto-Hellenic,Midwifery
English,Midwinter
Middle English,Midwinter
English,Might
Proto-Indo-European,Might
Middle English,Might
Old English,Might
Proto-Germanic,Might
Proto-West Germanic,Might
English,Mightest
Proto-Indo-European,Mightest
Old English,Mightest
Proto-Germanic,Mightest
Middle English,Mightest
Proto-West Germanic,Mightest
English,Mightily
Proto-Indo-European,Mightily
Middle English,Mightily
Old English,Mightily
Proto-Germanic,Mightily
Proto-West Germanic,Mightily
English,Mighty
Proto-Indo-European,Mighty
Middle English,Mighty
Old English,Mighty
Proto-Germanic,Mighty
Proto-West Germanic,Mighty
English,Migrating
Latin,Migrating
Proto-Indo-European,Migrating
Proto-Italic,Migrating
Latin,Migratory
English,Migratory
Proto-Indo-European,Migratory
Proto-Italic,Migratory
Hebrew,Miguel
Latin,Miguel
Ancient Greek,Miguel
Proto-Semitic,Miguel
English,Miguel
Spanish,Miguel
Biblical Hebrew,Miguel
Portuguese,Miguel
Greek,Miguel
Old Portuguese,Miguel
Proto-Indo-European,Mild
English,Mild
Proto-Germanic,Mild
Old English,Mild
Middle English,Mild
English,Mildewed
English,Mildly
Proto-Indo-European,Mildly
Middle English,Mildly
Old English,Mildly
Proto-Germanic,Mildly
Proto-West Germanic,Mildly
English,Mildness
Proto-Indo-European,Mildness
Old English,Mildness
Middle English,Mildness
Proto-Germanic,Mildness
Proto-West Germanic,Mildness
English,Mile
Proto-Indo-European,Mile
Proto-Italic,Mile
Old English,Mile
Middle English,Mile
Latin,Mile
Proto-West Germanic,Mile
Macedonian,Mile
English,Miles
English,Militant
Middle French,Militant
Latin,Militant
English,Military
Proto-Italic,Military
Latin,Military
Old French,Military
Latin,Militia
English,Militia
Proto-Indo-European,Militia
Ancient Greek,Militia
Proto-Italic,Militia
Proto-Hellenic,Militia
English,Milk
Proto-Indo-European,Milk
Proto-Germanic,Milk
Old English,Milk
Middle English,Milk
Proto-West Germanic,Milk
English,Milkiness
Proto-Indo-European,Milkiness
Old English,Milkiness
Proto-Germanic,Milkiness
Middle English,Milkiness
Proto-West Germanic,Milkiness
English,Milky
Proto-Indo-European,Milky
Proto-Germanic,Milky
Old English,Milky
Middle English,Milky
Proto-West Germanic,Milky
Proto-Indo-European,Mill
English,Mill
Latin,Mill
Old English,Mill
Middle English,Mill
Proto-West Germanic,Mill
Indo-European,Mill
Proto-Italic,Mill
Proto-Indo-European,Miller
English,Miller
Latin,Miller
Old English,Miller
Proto-Germanic,Miller
Old Norse,Miller
Middle English,Miller
Norwegian Nynorsk,Miller
Proto-West Germanic,Miller
Middle Low German,Miller
Proto-Italic,Miller
Indo-European,Miller
English,Milliner
Proto-Indo-European,Milliner
Proto-Italic,Milliner
Middle English,Milliner
Old French,Milliner
Old English,Milliner
Proto-Germanic,Milliner
Chichewa,Milliner
Latin,Milliner
Proto-Indo-European,Milling
English,Milling
Latin,Milling
Old English,Milling
Middle English,Milling
Proto-West Germanic,Milling
Indo-European,Milling
Proto-Italic,Milling
Italian,Million
Latin,Million
English,Million
English,Millions
Italian,Millionth
English,Millionth
Proto-Indo-European,Millionth
Middle French,Millionth
Proto-Italic,Millionth
Middle English,Millionth
Old English,Millionth
Proto-Germanic,Millionth
Latin,Millionth
Old Italian,Millionth
Old French,Millionth
Old Latin,Millionth
Proto-Indo-European,Mills
English,Mills
Latin,Mills
Old English,Mills
Proto-Germanic,Mills
Old Norse,Mills
Middle English,Mills
Proto-West Germanic,Mills
Indo-European,Mills
Proto-Italic,Mills
English,Mimicking
Proto-Indo-European,Mimicking
Ancient Greek,Mimicking
Gaulish,Mimicking
Proto-Celtic,Mimicking
Latin,Mimicking
Old English,Mimicking
Proto-Germanic,Mimicking
Proto-West Germanic,Mimicking
Middle English,Mimicking
French,Mimicking
Celtic,Mimicking
Proto-Hellenic,Mimicking
English,Mince
English,Minced
Middle English,Minced
English,Mincer
Proto-Indo-European,Mincer
Proto-Italic,Mincer
Middle English,Mincer
Old French,Mincer
Old English,Mincer
Proto-Germanic,Mincer
Chichewa,Mincer
Latin,Mincer
Mandarin,Mincer
English,Mincing
Proto-Indo-European,Mind
English,Mind
Proto-Germanic,Mind
Old English,Mind
Middle English,Mind
English,Minded
Proto-Indo-European,Minded
Ancient Greek,Minded
Middle Dutch,Minded
Russian,Minded
Proto-Germanic,Minded
Old English,Minded
Middle English,Minded
Latin,Minded
German,Minded
Old Church Slavonic,Minded
Proto-West Germanic,Minded
Old High German,Minded
Proto-Italic,Minded
Middle High German,Minded
Indo-European,Minded
Vulgar Latin,Minded
English,Mindedness
Proto-Indo-European,Mindedness
Ancient Greek,Mindedness
Middle Dutch,Mindedness
Russian,Mindedness
Proto-Germanic,Mindedness
Old English,Mindedness
Middle English,Mindedness
Latin,Mindedness
German,Mindedness
Old Church Slavonic,Mindedness
Proto-West Germanic,Mindedness
Old High German,Mindedness
Proto-Italic,Mindedness
Middle High German,Mindedness
Indo-European,Mindedness
Vulgar Latin,Mindedness
English,Minds
Proto-Indo-European,Minds
Proto-Germanic,Minds
Old English,Minds
Middle English,Minds
English,Mine
Proto-Indo-European,Mine
Proto-Germanic,Mine
Middle English,Mine
Old English,Mine
Proto-West Germanic,Mine
English,Miner
English,Mingled
Vietnamese,Mingled
English,Mingling
Vietnamese,Mingling
Middle English,Mingling
Latin,Mini
English,Mini
Italian,Mini
Latin,Miniature
Proto-Indo-European,Miniature
English,Miniature
Italian,Miniature
Proto-Celtic,Miniature
Proto-Italic,Miniature
Old Latin,Miniature
Latin,Minister
English,Minister
Old French,Minister
Middle English,Minister
Proto-Italic,Minister
English,Ministry
Latin,Ministry
Proto-Indo-European,Ministry
Proto-Italic,Ministry
Middle English,Ministry
Proto-Germanic,Ministry
Old English,Ministry
Old French,Ministry
Chichewa,Ministry
Proto-West Germanic,Ministry
English,Minnesota
Lakota,Minnesota
Latin,Minor
English,Minor
Proto-Indo-European,Minor
Proto-Italic,Minor
Middle English,Minor
Old Latin,Minor
English,Mint
Proto-Indo-European,Mint
Hungarian,Mint
Latin,Mint
Ancient Greek,Mint
Proto-Germanic,Mint
Proto-Uralic,Mint
Old English,Mint
Middle English,Mint
Proto-West Germanic,Mint
English,Minus
Latin,Minus
Proto-Italic,Minus
English,Minute
Latin,Minute
Proto-Indo-European,Minute
Old French,Minute
Middle English,Minute
Medieval Latin,Minute
English,Minutes
Latin,Miracle
English,Miracle
Proto-Indo-European,Miracle
Proto-Italic,Miracle
Old French,Miracle
English,Miraculous
Middle French,Miraculous
Hebrew,Miriam
Aramaic,Miriam
English,Miriam
Biblical Hebrew,Miriam
English,Mirror
Latin,Mirror
Proto-Indo-European,Mirror
Old French,Mirror
Middle English,Mirror
Vulgar Latin,Mirror
English,Mirrors
Proto-Indo-European,Mirth
English,Mirth
Proto-Germanic,Mirth
Old English,Mirth
Middle English,Mirth
Proto-West Germanic,Mirth
Ancient Greek,Misanthrope
English,Misanthrope
Proto-Indo-European,Misanthrope
English,Misanthropic
Proto-Indo-European,Misanthropic
Ancient Greek,Misanthropic
Latin,Misanthropic
Proto-Italic,Misanthropic
French,Misanthropic
Italian,Misanthropic
Old French,Misanthropic
Portuguese,Misanthropic
Spanish,Misanthropic
Old Portuguese,Misanthropic
Middle English,Misanthropic
Proto-Hellenic,Misanthropic
English,Misbehaviour
Latin,Misbehaviour
Proto-Indo-European,Misbehaviour
Old French,Misbehaviour
Proto-Germanic,Misbehaviour
Old English,Misbehaviour
Middle English,Misbehaviour
Proto-Italic,Misbehaviour
Anglo-Norman,Misbehaviour
Indo-European,Misbehaviour
Proto-West Germanic,Misbehaviour
Latin,Miscellaneous
English,Miscellaneous
Proto-Indo-European,Miscellaneous
Proto-Italic,Miscellaneous
English,Miscellaneously
Latin,Miscellaneously
Proto-Indo-European,Miscellaneously
Proto-Italic,Miscellaneously
Middle English,Miscellaneously
Old English,Miscellaneously
Proto-Germanic,Miscellaneously
Proto-West Germanic,Miscellaneously
Latin,Mischief
Proto-Indo-European,Mischief
English,Mischief
Old High German,Mischief
Ancient Greek,Mischief
Frankish,Mischief
Dutch,Mischief
Proto-Italic,Mischief
Middle French,Mischief
French,Mischief
Old Persian,Mischief
German,Mischief
Old French,Mischief
Proto-Germanic,Mischief
Middle English,Mischief
Old Iranian,Mischief
Proto-West Germanic,Mischief
Vulgar Latin,Mischief
Proto-Indo-Iranian,Mischief
Middle High German,Mischief
Proto-Iranian,Mischief
Late Latin,Mischief
Proto-Hellenic,Mischief
Latin,Mischievous
Proto-Indo-European,Mischievous
English,Mischievous
Old High German,Mischievous
Ancient Greek,Mischievous
Frankish,Mischievous
Dutch,Mischievous
Proto-Italic,Mischievous
Middle French,Mischievous
French,Mischievous
Old Persian,Mischievous
German,Mischievous
Old French,Mischievous
Proto-Germanic,Mischievous
Middle English,Mischievous
Anglo-Norman,Mischievous
Old Iranian,Mischievous
Proto-West Germanic,Mischievous
Vulgar Latin,Mischievous
Proto-Indo-Iranian,Mischievous
Middle High German,Mischievous
Proto-Iranian,Mischievous
Late Latin,Mischievous
Proto-Hellenic,Mischievous
English,Misdoubt
Proto-Indo-European,Misdoubt
Old French,Misdoubt
Proto-Germanic,Misdoubt
Old English,Misdoubt
Latin,Misdoubt
Middle English,Misdoubt
Indo-European,Misdoubt
Proto-West Germanic,Misdoubt
English,Miser
Latin,Miser
Middle French,Miser
Proto-Indo-European,Miser
Proto-Italic,Miser
Old Latin,Miser
English,Miserable
Latin,Miserable
Middle French,Miserable
Proto-Indo-European,Miserable
Proto-Italic,Miserable
Old Latin,Miserable
English,Miserably
Latin,Miserably
Middle French,Miserably
Proto-Indo-European,Miserably
Proto-Italic,Miserably
Middle English,Miserably
Old English,Miserably
Proto-Germanic,Miserably
Proto-West Germanic,Miserably
Old Latin,Miserably
English,Miserly
Middle English,Miserly
Late Latin,Miserly
Latin,Misery
English,Misery
Proto-Indo-European,Misery
Proto-Indo-European,Misfortune
English,Misfortune
Portuguese,Misfortune
Proto-Germanic,Misfortune
Old English,Misfortune
Middle English,Misfortune
Latin,Misfortune
Old French,Misfortune
Proto-Italic,Misfortune
Proto-West Germanic,Misfortune
Proto-Indo-European,Misgiving
English,Misgiving
Old High German,Misgiving
Middle English,Misgiving
Proto-Germanic,Misgiving
German,Misgiving
Old English,Misgiving
Old French,Misgiving
Latin,Misgiving
Proto-West Germanic,Misgiving
Middle High German,Misgiving
Proto-Italic,Misgiving
English,Misgrown
Proto-Indo-European,Misgrown
Proto-Germanic,Misgrown
Old English,Misgrown
Middle English,Misgrown
Indo-European,Misgrown
Proto-West Germanic,Misgrown
English,Mishap
Proto-Indo-European,Mishap
Proto-Germanic,Mishap
Old English,Mishap
Middle English,Mishap
Chichewa,Mishap
Old Norse,Mishap
Proto-West Germanic,Mishap
English,Mislead
Old English,Mislead
Proto-Germanic,Mislead
Middle English,Mislead
English,Miss
Proto-Indo-European,Miss
Old English,Miss
Proto-Germanic,Miss
English,Missed
English,Missing
Proto-Indo-European,Missing
Old English,Missing
Proto-Germanic,Missing
English,Mission
Latin,Mission
Ancient Greek,Mission
Proto-Indo-European,Mission
Italian,Mission
Proto-Italic,Mission
Spanish,Mission
Middle English,Mission
English,Missionaries
English,Missionary
Latin,Missionary
Ancient Greek,Missionary
Proto-Indo-European,Missionary
Italian,Missionary
Proto-Italic,Missionary
Spanish,Missionary
Middle English,Missionary
English,Mississippi
Ojibwe,Mississippi
English,Missive
Proto-Indo-European,Missive
Latin,Missive
Proto-Italic,Missive
English,Missouri
Ancient Greek,Missouri
Latin,Missouri
Proto-Indo-European,Missouri
French,Missouri
Middle French,Missouri
Miami,Missouri
Proto-Hellenic,Missouri
Biblical Hebrew,Missouri
Old French,Missouri
Proto-Italic,Missouri
English,Mist
Proto-Indo-European,Mist
Old English,Mist
Proto-Germanic,Mist
Middle English,Mist
English,Mistake
Old Norse,Mistake
English,Mistaken
Old Norse,Mistaken
English,Mistakes
Proto-Indo-European,Mistakes
Middle English,Mistakes
Old English,Mistakes
Proto-Germanic,Mistakes
Old Norse,Mistakes
Proto-West Germanic,Mistakes
English,Mistaking
English,Mister
Latin,Mister
Proto-Indo-European,Mister
Proto-Italic,Mister
Old French,Mister
Middle English,Mister
Old Latin,Mister
Old English,Mister
English,Mistiness
Proto-Indo-European,Mistiness
Old English,Mistiness
Middle English,Mistiness
Proto-Germanic,Mistiness
Proto-Indo-European,Mistletoe
English,Mistletoe
Old English,Mistletoe
Proto-Germanic,Mistletoe
Proto-West Germanic,Mistletoe
Middle English,Mistletoe
English,Mistress
Latin,Mistress
Proto-Indo-European,Mistress
Old French,Mistress
Proto-Italic,Mistress
English,Mistrust
Proto-Indo-European,Mistrust
Proto-Germanic,Mistrust
Old English,Mistrust
Old Norse,Mistrust
Middle English,Mistrust
Proto-West Germanic,Mistrust
English,Mists
Proto-Indo-European,Mists
Old English,Mists
Proto-Germanic,Mists
Middle English,Mists
Proto-Indo-European,Misty
English,Misty
Old English,Misty
Middle English,Misty
Proto-Germanic,Misty
Old French,Misty
Chichewa,Misty
Latin,Misty
Proto-West Germanic,Misty
English,Mite
Proto-Indo-European,Mite
Proto-Germanic,Mite
Middle English,Mite
Old English,Mite
English,Mittened
Proto-Indo-European,Mittened
Frankish,Mittened
Proto-Germanic,Mittened
Middle English,Mittened
Old English,Mittened
Old French,Mittened
English,Mittens
English,Mixed
Proto-Indo-European,Mixed
Proto-Germanic,Mixed
Old English,Mixed
Middle English,Mixed
Latin,Mixed
Proto-West Germanic,Mixed
English,Mixes
Proto-Indo-European,Mixes
Middle English,Mixes
Old English,Mixes
Proto-Germanic,Mixes
Latin,Mixes
Proto-West Germanic,Mixes
English,Mixing
Proto-Indo-European,Mizen
English,Mizen
Proto-Germanic,Mizen
Old English,Mizen
